name,cloneof,description,year,manufacturer
wndrplnt,,Wonder Planet (Japan),1987,Data East Corporation
chelnov,,Chelnov - Atomic Runner (World),1988,Data East Corporation
chelnovu,chelnov,Chelnov - Atomic Runner (US),1988,Data East USA
chelnovj,chelnov,Chelnov - Atomic Runner (Japan),1988,Data East Corporation
hbarrel,,Heavy Barrel (US),1987,Data East USA
hbarrelw,hbarrel,Heavy Barrel (World),1987,Data East Corporation
baddudes,,Bad Dudes vs. Dragonninja (US),1988,Data East USA
drgninja,baddudes,Dragonninja (Japan),1988,Data East Corporation
birdtry,,Birdie Try (Japan),1988,Data East Corporation
robocop,,Robocop (World revision 4),1988,Data East Corporation
robocopw,robocop,Robocop (World revision 3),1988,Data East Corporation
robocopj,robocop,Robocop (Japan),1988,Data East Corporation
robocopu,robocop,Robocop (US revision 1),1988,Data East USA
robocpu0,robocop,Robocop (US revision 0),1988,Data East USA
robocopb,robocop,Robocop (World bootleg),1988,bootleg
hippodrm,,Hippodrome (US),1989,Data East USA
ffantasy,hippodrm,Fighting Fantasy (Japan revision 2),1989,Data East Corporation
ffantasa,hippodrm,Fighting Fantasy (Japan),1989,Data East Corporation
slyspy,,Sly Spy (US revision 3),1989,Data East USA
slyspy2,slyspy,Sly Spy (US revision 2),1989,Data East USA
secretag,slyspy,Secret Agent (World),1989,Data East Corporation
secretab,slyspy,Secret Agent (bootleg),1989,bootleg
midres,,Midnight Resistance (World),1989,Data East Corporation
midresu,midres,Midnight Resistance (US),1989,Data East USA
midresj,midres,Midnight Resistance (Japan),1989,Data East Corporation
midresbj,midres,Midnight Resistance (joystick hack bootleg),1989,bootleg
bouldash,,Boulder Dash - Boulder Dash Part 2 (World),1990,Data East Corporation (licensed from First Star)
bouldshj,bouldash,Boulder Dash - Boulder Dash Part 2 (Japan),1990,Data East Corporation (licensed from First Star)
stadhero,,Stadium Hero (Japan),1988,Data East Corporation
madmotor,,Mad Motor,1989,Mitchell
vaportra,,Vapor Trail - Hyper Offence Formation (World revision 1),1989,Data East Corporation
vaportru,vaportra,Vapor Trail - Hyper Offence Formation (US),1989,Data East USA
kuhga,vaportra,Kuhga - Operation Code 'Vapor Trail' (Japan revision 3),1989,Data East Corporation
cbuster,,Crude Buster (World FX version),1990,Data East Corporation
cbusterw,cbuster,Crude Buster (World FU version),1990,Data East Corporation
cbusterj,cbuster,Crude Buster (Japan),1990,Data East Corporation
twocrude,cbuster,Two Crude (US),1990,Data East USA
darkseal,,Dark Seal (World revision 3),1990,Data East Corporation
darksea1,darkseal,Dark Seal (World revision 1),1990,Data East Corporation
darkseaj,darkseal,Dark Seal (Japan),1990,Data East Corporation
gatedoom,darkseal,Gate of Doom (US revision 4),1990,Data East Corporation
gatedom1,darkseal,Gate of Doom (US revision 1),1990,Data East Corporation
edrandy,,The Cliffhanger - Edward Randy (World revision 2),1990,Data East Corporation
edrandy1,edrandy,The Cliffhanger - Edward Randy (World revision 1),1990,Data East Corporation
edrandyj,edrandy,The Cliffhanger - Edward Randy (Japan),1990,Data East Corporation
supbtime,,Super Burger Time (World),1990,Data East Corporation
supbtimj,supbtime,Super Burger Time (Japan),1990,Data East Corporation
mutantf,,"Mutant Fighter (World Rev 4, EM-5)",1992,Data East Corporation
mutantfa,mutantf,"Mutant Fighter (World Rev 3, EM-4)",1992,Data East Corporation
deathbrd,mutantf,"Death Brade (Japan Rev 2, JM-3)",1992,Data East Corporation
cninja,,Caveman Ninja (World revision 3),1991,Data East Corporation
cninja0,cninja,Caveman Ninja (World revision 0),1991,Data East Corporation
cninjau,cninja,Caveman Ninja (US),1991,Data East Corporation
joemac,cninja,Tatakae Genshizin Joe and Mac (Japan),1991,Data East Corporation
stoneage,cninja,Stoneage,1991,bootleg
robocop2,,Robocop 2 (World),1991,Data East Corporation
robocp2u,robocop2,Robocop 2 (US),1991,Data East Corporation
robocp2j,robocop2,Robocop 2 (Japan),1991,Data East Corporation
thndzone,,Thunder Zone (World),1991,Data East Corporation
dassault,thndzone,Desert Assault (US),1991,Data East Corporation
dassaul4,thndzone,Desert Assault (US 4 Players),1991,Data East Corporation
chinatwn,,China Town (Japan),1991,Data East Corporation
rohga,,Rohga Armour Force (Asia-Europe v3.0),1991,Data East Corporation
rohgah,rohga,Rohga Armour Force (Hong Kong v3.0),1991,Data East Corporation
rohgau,rohga,Rohga Armour Force (US v1.0),1991,Data East Corporation
captaven,,Captain America and The Avengers (Asia Rev 1.9),1991,Data East Corporation
captavna,captaven,Captain America and The Avengers (Asia Rev 1.0),1991,Data East Corporation
captavne,captaven,Captain America and The Avengers (UK Rev 1.4),1991,Data East Corporation
captavnu,captaven,Captain America and The Avengers (US Rev 1.9),1991,Data East Corporation
captavuu,captaven,Captain America and The Avengers (US Rev 1.6),1991,Data East Corporation
captavnj,captaven,Captain America and The Avengers (Japan Rev 0.2),1991,Data East Corporation
tumblep,,Tumble Pop (World),1991,Data East Corporation
tumblepj,tumblep,Tumble Pop (Japan),1991,Data East Corporation
tumblepb,tumblep,Tumble Pop (bootleg set 1),1991,bootleg
tumblep2,tumblep,Tumble Pop (bootleg set 2),1991,bootleg
jumpkids,,Jump Kids,1993,Comad
fncywld,,Fancy World - Earth of Crisis,1996,Unico
magipur,,Magic Purple,1996,Unico
suprtrio,,Super Trio,1994,Gameace
lemmings,,Lemmings (US Prototype),1991,Data East USA
dragngun,,Dragon Gun (US),1993,Data East Corporation
wizdfire,,Wizard Fire (US v1.1),1992,Data East Corporation
darksel2,wizdfire,Dark Seal 2 (Japan v2.1),1992,Data East Corporation
funkyjet,,Funky Jet,1992,[Data East] (Mitchell license)
nitrobal,,Nitro Ball (US),1992,Data East Corporation
dietgo,,Diet Go Go (Euro v1.1),1992,Data East Corporation
dietgoe,dietgo,"Diet Go Go (Euro v1.1,1992.08.04)",1992,Data East Corporation
dietgou,dietgo,Diet Go Go (USA v1.1),1992,Data East Corporation
dietgoj,dietgo,Diet Go Go (Japan v1.1),1992,Data East Corporation
pktgaldx,,Pocket Gal Deluxe (Euro v3.00),1992,Data East Corporation
pktgaldj,pktgaldx,Pocket Gal Deluxe (Japan v3.00),1993,Nihon System
boogwing,,Boogie Wings (Euro v1.5),1992,Data East Corporation
boogwinga,boogwing,Boogie Wings (Asia v1.5),1992,Data East Corporation
ragtime,boogwing,The Great Ragtime Show (Japan v1.5),1992,Data East Corporation
ragtimea,boogwing,The Great Ragtime Show (Japan v1.3),1992,Data East Corporation
dblewing,,Double Wings,1993,Mitchell
fghthist,,Fighters History (World ver 43-07),1993,Data East Corporation
fghthistu,fghthist,Fighters History (US ver 42-03),1993,Data East Corporation
fghthista,fghthist,"Fighters History (US ver 42-05, alternate hardware)",1993,Data East Corporation
fghthistj,fghthist,Fighters History (Japan ver 42-03),1993,Data East Corporation
hvysmsh,,Heavy Smash (Europe version -2),1993,Data East Corporation
hvysmsha,hvysmsh,Heavy Smash (Asia version -4),1993,Data East Corporation
hvysmshj,hvysmsh,Heavy Smash (Japan version -2),1993,Data East Corporation
nslasher,,Night Slashers (Korea Rev 1.3),1994,Data East Corporation
nslasherj,nslasher,Night Slashers (Japan Rev 1.2),1994,Data East Corporation
nslashers,nslasher,Night Slashers (Over Sea Rev 1.2),1994,Data East Corporation
lockload,,Locked 'n Loaded (US),1994,Data East Corporation
joemacr,,"Joe and Mac Returns (World, Version 1.1)",1994,Data East Corporation
joemacra,joemacr,"Joe and Mac Returns (World, Version 1.0)",1994,Data East Corporation
tattass,,Tattoo Assassins (US Prototype),1994,Data East Pinball
tattassa,tattass,Tattoo Assassins (Asia Prototype),1994,Data East Pinball
charlien,,Charlie Ninja,1995,Mitchell
backfire,,Backfire!,1995,Data East Corporation
chainrec,,"Chain Reaction (World, Version 2.2)",1995,Data East Corporation
sotsugyo,,Sotsugyo Shousho,1995,Mitchell (Atlus license)
sshangha,,Super Shanghai Dragon's Eye (Japan),1992,Hot-B.
sshanghb,sshangha,"Super Shanghai Dragon's Eye (World, bootleg)",1992,bootleg
wcvol95,,World Cup Volley 95 (Japan v1.0),1995,Data East Corporation
wcvol95x,wcvol95,World Cup Volley 95 Extra Version (Asia v2.0B),1995,Data East Corporation
candance,osman,Cannon Dancer (Japan),1996,Mitchell
magdrop,chainrec,"Magical Drop (Japan, Version 1.1)",1995,Data East Corporation
magdropp,chainrec,"Magical Drop Plus 1 (Japan, Version 2.1)",1995,Data East Corporation
osman,,Osman (World),1996,Mitchell
gangonta,prtytime,Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (Japan Release),1995,Mitchell
prtytime,,Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release),1995,Mitchell
hangzo,,"Hangzo (Japan, Prototype)",1992,Hot-B
avengrgs,,Avengers In Galactic Storm (US/Europe 1.0),1995,Data East Corporation
avengrgsj,avengrgs,Avengers In Galactic Storm (Japan 1.2),1995,Data East Corporation
skullfng,,Skull Fang (Europe 1.13),1996,Data East Corporation
skullfngj,skullfng,Skull Fang (Japan 1.09),1996,Data East Corporation
hoops96,,Hoops '96 (Europe/Asia 2.0),1996,Data East Corporation
ddream95,hoops96,Dunk Dream '95 (Japan 1.4 EAM),1995,Data East Corporation
senjyo,,Senjyo,1983,Tehkan
starforc,,Star Force,1984,Tehkan
starfore,starforc,Star Force (encrypted),1984,Tehkan
megaforc,starforc,Mega Force,1985,Tehkan (Video Ware license)
baluba,,Baluba-louk no Densetsu,1986,"Able Corp, Ltd."
bombjack,,Bomb Jack (set 1),1984,Tehkan
bombjac2,bombjack,Bomb Jack (set 2),1984,Tehkan
pbaction,,Pinball Action (set 1),1985,Tehkan
pbactio2,pbaction,Pinball Action (set 2),1985,Tehkan
tehkanwc,,Tehkan World Cup,1985,Tehkan
gridiron,,Gridiron Fight,1985,Tehkan
teedoff,,Tee'd Off (Japan),1986,Tecmo
solomon,,Solomon's Key (Japan),1986,Tecmo
rygar,,Rygar (US set 1),1986,Tecmo
rygar2,rygar,Rygar (US set 2),1986,Tecmo
rygarj,rygar,Argus no Senshi (Japan),1986,Tecmo
gemini,,Gemini Wing,1987,Tecmo
silkworm,,Silk Worm (set 1),1988,Tecmo
silkwrm2,silkworm,Silk Worm (set 2),1988,Tecmo
tbowl,,Tecmo Bowl (World[Q]),1987,Tecmo
tbowlj,tbowl,Tecmo Bowl (Japan),1987,Tecmo
shadoww,,Shadow Warriors (World set 1),1988,Tecmo
shadowwa,shadoww,Shadow Warriors (World set 2),1988,Tecmo
gaiden,shadoww,Ninja Gaiden (US),1988,Tecmo
ryukendn,shadoww,Ninja Ryukenden (Japan),1989,Tecmo
wildfang,,Wild Fang - Tecmo Knight,1989,Tecmo
tknight,wildfang,Tecmo Knight,1989,Tecmo
stratof,,Raiga - Strato Fighter (US),1991,Tecmo
raiga,stratof,Raiga - Strato Fighter (Japan),1991,Tecmo
wc90,,Tecmo World Cup '90 (set 1),1989,Tecmo
wc90a,wc90,Tecmo World Cup '90 (set 2),1989,Tecmo
wc90t,wc90,Tecmo World Cup '90 (trackball),1989,Tecmo
wc90b,wc90,Euro League,1989,bootleg
spbactn,,Super Pinball Action (US),1991,Tecmo
spbactnj,spbactn,Super Pinball Action (Japan),1991,Tecmo
fstarfrc,,Final Star Force (US),1992,Tecmo
ginkun,,Ganbare Ginkun,1995,Tecmo
riot,,Riot,1992,NMK
deroon,,Deroon DeroDero,1996,Tecmo
tkdensho,,Touki Denshou -Angel Eyes-,1996,Tecmo
drgnbowl,,Dragon Bowl,1992,Nics
tutankhm,,Tutankham,1982,Konami
tutankst,tutankhm,Tutankham (Stern),1982,[Konami] (Stern license)
junofrst,,Juno First,1983,Konami
junofstg,junofrst,Juno First (Gottlieb),1983,Konami (Gottlieb license)
pooyan,,Pooyan,1982,Konami
pooyans,pooyan,Pooyan (Stern),1982,[Konami] (Stern license)
pootan,pooyan,Pootan,1982,bootleg
timeplt,,Time Pilot,1982,Konami
timepltc,timeplt,Time Pilot (Centuri),1982,Konami (Centuri license)
spaceplt,timeplt,Space Pilot,1982,bootleg
psurge,,Power Surge,1988,&lt;unknown&gt;
megazone,,Mega Zone,1983,Konami
megaznik,megazone,Mega Zone (Kosuka),1983,Konami / Interlogic + Kosuka
pandoras,,Pandora's Palace,1984,Konami/Interlogic
gyruss,,Gyruss (Konami),1983,Konami
gyrussce,gyruss,Gyruss (Centuri),1983,Konami (Centuri license)
venus,gyruss,Venus,1983,bootleg
trackfld,,Track and Field,1983,Konami
trackflc,trackfld,Track and Field (Centuri),1983,Konami (Centuri license)
hyprolym,trackfld,Hyper Olympic,1983,Konami
hyprolyb,trackfld,Hyper Olympic (bootleg),1983,bootleg
whizquiz,,Whiz Quiz,1985,Zilec-Zenitone
mastkin,,The Masters of Kin,1988,Du Tech
rocnrope,,Roc'n Rope,1983,Konami
rocnropk,rocnrope,Roc'n Rope (Kosuka),1983,Konami + Kosuka
circusc,,Circus Charlie,1984,Konami
circusc2,circusc,Circus Charlie (no level select),1984,Konami
circuscc,circusc,Circus Charlie (Centuri),1984,Konami (Centuri license)
circusce,circusc,"Circus Charlie (Centuri, earlier)",1984,Konami (Centuri license)
tp84,,Time Pilot '84 (set 1),1984,Konami
tp84a,tp84,Time Pilot '84 (set 2),1984,Konami
hyperspt,,Hyper Sports,1984,Konami (Centuri license)
hpolym84,hyperspt,Hyper Olympic '84,1984,Konami
sbasketb,,Super Basketball (version G),1984,Konami
sbasketo,sbasketb,Super Basketball (version E),1984,Konami
sbasketu,sbasketb,Super Basketball (not encrypted),1984,Konami
mikie,,Mikie,1984,Konami
mikiej,mikie,Shinnyuushain Tooru-kun,1984,Konami
mikiehs,mikie,Mikie (High School Graffiti),1984,Konami
roadf,,Road Fighter (set 1),1984,Konami
roadf2,roadf,Road Fighter (set 2),1984,Konami
yiear,,Yie Ar Kung-Fu (set 1),1985,Konami
yiear2,yiear,Yie Ar Kung-Fu (set 2),1985,Konami
kicker,,Kicker,1985,Konami
shaolins,kicker,Shao-Lin's Road,1985,Konami
pingpong,,Ping Pong,1985,Konami
gberet,,Green Beret,1985,Konami
rushatck,gberet,Rush'n Attack,1985,Konami
gberetb,gberet,Green Beret (bootleg),1985,bootleg
mrgoemon,,Mr. Goemon (Japan),1986,Konami
jailbrek,,Jail Break,1986,Konami
manhatan,jailbrek,Manhattan 24 Bunsyo (Japan),1986,Konami
finalizr,,Finalizer - Super Transformation,1985,Konami
finalizb,finalizr,Finalizer - Super Transformation (bootleg),1985,bootleg
ironhors,,Iron Horse,1986,Konami
dairesya,ironhors,Dai Ressya Goutou (Japan),1986,[Konami] (Kawakusu license)
farwest,ironhors,Far West,1986,bootleg?
jackal,,Jackal (World),1986,Konami
topgunr,jackal,Top Gunner (US),1986,Konami
jackalj,jackal,Tokushu Butai Jackal (Japan),1986,Konami
topgunbl,jackal,Top Gunner (bootleg),1986,bootleg
ddribble,,Double Dribble,1986,Konami
contra,,Contra (US),1987,Konami
contrab,contra,Contra (US bootleg),1987,bootleg
contraj,contra,Contra (Japan),1987,Konami
contrajb,contra,Contra (Japan bootleg),1987,bootleg
gryzor,contra,Gryzor,1987,Konami
combasc,,Combat School (joystick),1988,Konami
combasct,combasc,Combat School (trackball),1987,Konami
combascj,combasc,Combat School (Japan trackball),1987,Konami
bootcamp,combasc,Boot Camp,1987,Konami
combascb,combasc,Combat School (bootleg),1988,bootleg
rockrage,,Rock 'n Rage (World[Q]),1986,Konami
rockragj,rockrage,Koi no Hotrock (Japan),1986,Konami
mx5000,,MX5000,1987,Konami
flkatck,mx5000,Flak Attack (Japan),1987,Konami
fastlane,,Fast Lane,1987,Konami
tricktrp,,Trick Trap (World[Q]),1987,Konami
labyrunr,tricktrp,Labyrinth Runner (Japan),1987,Konami
labyrunk,tricktrp,Labyrinth Runner (World Ver. K),1987,Konami
thehustl,,The Hustler (Japan version M),1987,Konami
thehustj,thehustl,The Hustler (Japan version J),1987,Konami
rackemup,thehustl,Rack 'em Up,1987,Konami
battlnts,,Battlantis,1987,Konami
battlntj,battlnts,Battlantis (Japan),1987,Konami
bladestl,,Blades of Steel (version T),1987,Konami
bladstle,bladestl,Blades of Steel (version E),1987,Konami
hcastle,,Haunted Castle (version M),1988,Konami
hcastleo,hcastle,Haunted Castle (version K),1988,Konami
hcastlej,hcastle,Akuma-Jou Dracula (Japan version P),1988,Konami
hcastljo,hcastle,Akuma-Jou Dracula (Japan version N),1988,Konami
ajax,,Ajax,1987,Konami
typhoon,ajax,Typhoon,1987,Konami
ajaxj,ajax,Ajax (Japan),1987,Konami
scontra,,Super Contra,1988,Konami
scontraj,scontra,Super Contra (Japan),1988,Konami
thunderx,,Thunder Cross,1988,Konami
thnderxj,thunderx,Thunder Cross (Japan),1988,Konami
mainevt,,The Main Event (4 Players ver. Y),1988,Konami
mainevto,mainevt,The Main Event (4 Players ver. F),1988,Konami
mainev2p,mainevt,The Main Event (2 Players ver. X),1988,Konami
ringohja,mainevt,Ring no Ohja (Japan 2 Players ver. N),1988,Konami
devstors,,Devastators (ver. Z),1988,Konami
devstor2,devstors,Devastators (ver. X),1988,Konami
devstor3,devstors,Devastators (ver. V),1988,Konami
garuka,devstors,Garuka (Japan ver. W),1988,Konami
88games,,'88 Games,1988,Konami
konami88,88games,Konami '88,1988,Konami
hypsptsp,88games,Hyper Sports Special (Japan),1988,Konami
gbusters,,Gang Busters,1988,Konami
crazycop,gbusters,Crazy Cop (Japan),1988,Konami
crimfght,,Crime Fighters (US 4 players),1989,Konami
crimfgt2,crimfght,Crime Fighters (World 2 Players),1989,Konami
crimfgtj,crimfght,Crime Fighters (Japan 2 Players),1989,Konami
spy,,S.P.Y. - Special Project Y (World ver. N),1989,Konami
spyu,spy,S.P.Y. - Special Project Y (US ver. M),1989,Konami
bottom9,,Bottom of the Ninth (version T),1989,Konami
bottom9n,bottom9,Bottom of the Ninth (version N),1989,Konami
mstadium,bottom9,Main Stadium (Japan),1989,Konami
blockhl,,Block Hole,1989,Konami
quarth,blockhl,Quarth (Japan),1989,Konami
aliens,,Aliens (World set 1),1990,Konami
aliens2,aliens,Aliens (World set 2),1990,Konami
aliensu,aliens,Aliens (US),1990,Konami
aliensj,aliens,Aliens (Japan),1990,Konami
surpratk,,Surprise Attack (Japan ver. M),1990,Konami
parodius,,Parodius DA! (World),1990,Konami
parodisj,parodius,Parodius DA! (Japan),1990,Konami
rollerg,,Rollergames (US),1991,Konami
rollergj,rollerg,Rollergames (Japan),1991,Konami
simpsons,,The Simpsons (4 Players),1991,Konami
simpsn2p,simpsons,The Simpsons (2 Players),1991,Konami
simps2pa,simpsons,The Simpsons (2 Players alt),1991,Konami
simps2pj,simpsons,The Simpsons (2 Players Japan),1991,Konami
esckids,,Escape Kids (Asia 4 Players),1991,Konami
esckidsj,esckids,Escape Kids (Japan 2 Players),1991,Konami
vendetta,,Vendetta (World 4 Players ver. T),1991,Konami
vendetao,vendetta,Vendetta (World 4 Players ver. R),1991,Konami
vendet2p,vendetta,Vendetta (World 2 Players ver. W),1991,Konami
vendetas,vendetta,Vendetta (Asia 2 Players ver. U),1991,Konami
vendtaso,vendetta,Vendetta (Asia 2 Players ver. D),1991,Konami
vendettj,vendetta,Crime Fighters 2 (Japan 2 Players ver. P),1991,Konami
mogura,,Mogura Desse,1991,Konami
wecleman,,WEC Le Mans 24,1986,Konami
hotchase,,Hot Chase,1988,Konami
chqflag,,Chequered Flag,1988,Konami
chqflagj,chqflag,Chequered Flag (Japan),1988,Konami
ultraman,,Ultraman (Japan),1991,Banpresto/Bandai
hexion,,Hexion (Japan),1992,Konami
lethalen,,Lethal Enforcers (ver UAE),1992,Konami
nemesis,,Nemesis,1985,Konami
nemesuk,nemesis,Nemesis (World[Q]),1985,Konami
konamigt,,Konami GT,1985,Konami
salamand,,Salamander (version D),1986,Konami
salamanj,salamand,Salamander (version J),1986,Konami
lifefrce,salamand,Lifeforce (US),1986,Konami
lifefrcj,salamand,Lifeforce (Japan),1986,Konami
blkpnthr,,Black Panther,1987,Konami
citybomb,,City Bomber (World),1987,Konami
citybmrj,citybomb,City Bomber (Japan),1987,Konami
kittenk,,Kitten Kaboodle,1988,Konami
nyanpani,kittenk,Nyan Nyan Panic (Japan),1988,Konami
hcrash,,Hyper Crash (version D),1987,Konami
hcrashc,hcrash,Hyper Crash (version C),1987,Konami
rf2,konamigt,Konami RF2 - Red Fighter,1985,Konami
twinbee,,TwinBee,1985,Konami
gradius,nemesis,Gradius,1985,Konami
gwarrior,,Galactic Warriors,1985,Konami
devilw,,Devil World,1987,Konami
darkadv,devilw,Dark Adventure,1987,Konami
majuu,devilw,Majuu no Ohkoku,1987,Konami
vulcan,,Vulcan Venture,1988,Konami
gradius2,vulcan,Gradius II - GOFER no Yabou (Japan New Ver.),1988,Konami
grdius2a,vulcan,Gradius II - GOFER no Yabou (Japan Old Ver.),1988,Konami
grdius2b,vulcan,Gradius II - GOFER no Yabou (Japan Older Ver.),1988,Konami
cuebrick,,Cue Brick (Japan),1989,Konami
fround,,The Final Round (version M),1988,Konami
froundl,fround,The Final Round (version L),1988,Konami
hpuncher,fround,Hard Puncher (Japan),1988,Konami
miaj,mia,M.I.A. - Missing in Action (Japan),1989,Konami
cuebrckj,cuebrick,Cue Brick (World version D),1989,Konami
mia,,M.I.A. - Missing in Action (version T),1989,Konami
mia2,mia,M.I.A. - Missing in Action (version S),1989,Konami
tmnt,,Teenage Mutant Ninja Turtles (World 4 Players),1989,Konami
tmntu,tmnt,Teenage Mutant Ninja Turtles (US 4 Players),1989,Konami
tmht,tmnt,Teenage Mutant Hero Turtles (UK 4 Players),1989,Konami
tmntj,tmnt,Teenage Mutant Ninja Turtles (Japan 4 Players),1990,Konami
tmht2p,tmnt,Teenage Mutant Hero Turtles (UK 2 Players),1989,Konami
tmnt2pj,tmnt,Teenage Mutant Ninja Turtles (Japan 2 Players),1990,Konami
tmnt2po,tmnt,Teenage Mutant Ninja Turtles (Oceania 2 Players),1989,Konami
punkshot,,Punk Shot (US 4 Players),1990,Konami
punksht2,punkshot,Punk Shot (US 2 Players),1990,Konami
punkshtj,punkshot,Punk Shot (Japan 2 Players),1990,Konami
lgtnfght,,Lightning Fighters (US),1990,Konami
trigon,lgtnfght,Trigon (Japan),1990,Konami
blswhstl,,Bells and Whistles (Version L),1991,Konami
detatwin,blswhstl,Detana!! Twin Bee (Japan ver. J),1991,Konami
glfgreat,,Golfing Greats,1991,Konami
glfgretj,glfgreat,Golfing Greats (Japan),1991,Konami
tmnt2,,Teenage Mutant Ninja Turtles - Turtles in Time (US 4 Players ver. UAA),1991,Konami
tmnt22p,tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (US 2 Players ver. UDA),1991,Konami
tmnt2a,tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (Asia 4 Players ver. ADA),1991,Konami
ssriders,,Sunset Riders (World 4 Players ver. EAC),1991,Konami
ssrdrebd,ssriders,Sunset Riders (World 2 Players ver. EBD),1991,Konami
ssrdrebc,ssriders,Sunset Riders (World 2 Players ver. EBC),1991,Konami
ssrdruda,ssriders,Sunset Riders (US 4 Players ver. UDA),1991,Konami
ssrdruac,ssriders,Sunset Riders (US 4 Players ver. UAC),1991,Konami
ssrdrubc,ssriders,Sunset Riders (US 2 Players ver. UBC),1991,Konami
ssrdrabd,ssriders,Sunset Riders (Asia 2 Players ver. ABD),1991,Konami
ssrdrjbd,ssriders,Sunset Riders (Japan 2 Players ver. JBD),1991,Konami
sunsetbl,ssriders,Sunset Riders (bootleg 4 Players ver. ADD),1991,Konami
