name,cloneof,description,year,manufacturer
avengersb,avengers,Avengers (US),1987,Capcom
avengersa,avengers,"Avengers (US, revision A)",1987,Capcom
avengers,,"Avengers (US, revision C)",1987,Capcom
avengersc,avengers,"Avengers (US, unknown revision)",1987,Capcom
avengrgsj,avengrgs,Avengers In Galactic Storm (Japan),1995,Data East Corporation
avengrgs,,Avengers In Galactic Storm (US),1995,Data East Corporation
avspirit,,Avenging Spirit,1991,Jaleco
aztarac,,Aztarac,1983,Centuri
azurian,,Azurian Attack,1982,Rait Electronics Ltd
bwingsa,bwings,B-Wings (Alt Ver.?),1984,Data East Corporation
bwings,,B-Wings (Japan new Ver.),1984,Data East Corporation
bwingso,bwings,B-Wings (Japan old Ver.),1984,Data East Corporation
bonkadv,,B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin,1994,Kaneko
bcstry,,B.C. Story (set 1),1997,SemiCom
bcstrya,bcstry,B.C. Story (set 2),1997,SemiCom
brapboys,,B.Rap Boys (World),1992,Kaneko
brapboyspj,brapboys,B.Rap Boys Special (Japan),1992,Kaneko
brapboyspu,brapboys,B.Rap Boys Special (US),1992,Kaneko
brapboysp,brapboys,B.Rap Boys Special (World),1992,Kaneko
backfirt,,"Back Fire (Tecmo, bootleg)",1988,Tecmo
bssoccer,,Back Street Soccer,1996,SunA
backfire,,Backfire! (set 1),1995,Data East Corporation
badapple,,Bad Apple (Tech-Demo),2017,Hpman
baddudes,,Bad Dudes vs. Dragonninja (US),1988,Data East USA
badlands,,Bad Lands,1989,Atari Games
bagmanm2,bagman,Bagman (bootleg on Moon Cresta hardware set 2),1982,Valadon Automation
bagmans3,bagman,"Bagman (Stern Electronics, revision A3)",1982,Valadon Automation (Stern Electronics license)
bagmans4,bagman,"Bagman (Stern Electronics, revision A4)",1982,Valadon Automation (Stern Electronics license)
bagmans,bagman,"Bagman (Stern Electronics, revision A5)",1982,Valadon Automation (Stern Electronics license)
bagmanj,bagman,Bagman (Taito),1982,Valadon Automation (Taito license)
bagman,,Bagman,1982,Valadon Automation
bakatono,,Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002),1991,Monolith Corp.
bakubrkr,explbrkr,Bakuretsu Breaker (Japan),1992,Kaneko
bkrtmaq,,Bakuretsu Quiz Ma-Q Dai Bouken (Japan),1992,Namco
bakutotu,,Bakutotsu Kijuutei,1988,Namco
balcube,,Bal Cube,1996,Metro
ballboy,snowbro3,Ball Boy,2003,bootleg
bace,,Balloon Ace,2003,David Widel
ballbros,,Balloon Brothers,1992,East Technology
baluba,,Baluba-louk no Densetsu (Japan),1986,"Able Corp, Ltd."
banbam,,BanBam,1984,Sun Electronics
bangball,,Bang Bang Ball (v1.05),1996,Banpresto / Kunihiko Tashiro+Goodhouse
b2b,,Bang Bang Busters (2010 NCI release),2000,Visco
bangbedp,bangbead,Bang Bead (Prototype?),2000,Visco
bangbead,,Bang Bead,2000,Visco
bang,,Bang!,1998,Gaelco
bankp,,Bank Panic,1984,[Sanritsu] Sega
baraduke,aliensec,Baraduke,1985,Namco
baryon,,Baryon - Future Assault (set 1),1997,SemiCom
baryona,baryon,Baryon - Future Assault (set 2),1997,SemiCom
bstars2,,Baseball Stars 2,1992,SNK
bstarsh,bstars,Baseball Stars Professional (NGH-002),1990,SNK
bstars,,Baseball Stars Professional (NGM-002),1990,SNK
batman2,phoenix,Batman Part 2,1981,bootleg
batman,,Batman,1991,Atari Games
batsugunb,batsugun,Batsugun (Korean PCB),1993,Toaplan
batsuguna,batsugun,"Batsugun (older, set 1)",1993,Toaplan
batsugunc,batsugun,"Batsugun (older, set 2)",1993,Toaplan
batsugunsp,batsugun,Batsugun - Special Version,1993,Toaplan
batsugun,,Batsugun,1993,Toaplan
battlntsj,battlnts,"Battlantis (Japan, program code E)",1987,Konami
battlntsa,battlnts,Battlantis (program code F),1987,Konami
battlnts,,Battlantis (program code G),1987,Konami
bbakraidja,bbakraid,Battle Bakraid (Japan) (Wed Apr 7 1999),1999,Eighting
bbakraidc,bbakraid,Battle Bakraid - Unlimited Version (China) (Tue Jun 8 1999),1999,Eighting
bbakraidj,bbakraid,Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999),1999,Eighting
bbakraid,,Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999),1999,Eighting
batlballo,senkyu,"Battle Balls (Germany, earlier)",1995,Seibu Kaihatsu (Tuning license)
batlball,senkyu,"Battle Balls (Germany, newer)",1995,Seibu Kaihatsu (Tuning license)
batlballa,senkyu,Battle Balls (Hong Kong),1995,Seibu Kaihatsu (Metrotainment license)
batlballe,senkyu,"Battle Balls (Hong Kong, earlier)",1995,Seibu Kaihatsu (Metrotainment license)
batlballpt,senkyu,Battle Balls (Portugal),1995,Seibu Kaihatsu
batlballu,senkyu,Battle Balls (US),1995,Seibu Kaihatsu (Fabtek license)
batlbubl,bangball,Battle Bubble (v2.00),1999,Banpresto (Limenko license?)
bchopper,,Battle Chopper (World),1987,Irem
batcira,batcir,Battle Circuit (970319 Asia),1997,Capcom
batcird,batcir,Battle Circuit (970319 Euro Phoenix Edition),1997,bootleg
batcir,,Battle Circuit (970319 Euro),1997,Capcom
batcirj,batcir,Battle Circuit (970319 Japan),1997,Capcom
battlex,,Battle Cross,1982,"Omori Electric Co., Ltd."
bcruzm12,,Battle Cruiser M-12,1983,Sigma Enterprises Inc.
btlfieldb,timesold,Battle Field (bootleg),1987,bootleg
btlfield,timesold,Battle Field (Japan),1987,Alpha Denshi Co. (SNK license)
flipshot,,Battle Flip Shot,1998,Visco
bgareggahk,bgaregga,Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996),1996,Raizing / 8ing
bgaregga,,Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996),1996,Raizing / 8ing
bgareggat,bgaregga,Battle Garegga (location test) (Wed Jan 17 1996),1996,Raizing / 8ing
bgareggatw,bgaregga,Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996),1996,Raizing / 8ing
bgaregganv,bgaregga,Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996),1996,Raizing / 8ing
bgareggacn,bgaregga,Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996),1996,Raizing / 8ing
bgareggat2,bgaregga,Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996),1996,Raizing / 8ing
bgareggaz,bgaregga,Battle Garegga Zakk version (Europe / USA / Japan / Asia) (Sat Feb 3 1996),2019,Raizing / 8ing
btlkroadk,btlkroad,Battle K-Road (Korea),1994,Psikyo
btlkroad,,Battle K-Road,1994,Psikyo
battlane,,Battle Lane! Vol. 5 (set 1),1986,Technos Japan (Taito license)
battlane2,battlane,Battle Lane! Vol. 5 (set 2),1986,Technos Japan (Taito license)
battlane3,battlane,Battle Lane! Vol. 5 (set 3),1986,Technos Japan (Taito license)
atlantisb,atlantis,Battle of Atlantis (bootleg),1981,bootleg
atlantis,,Battle of Atlantis (set 1),1981,Comsoft
atlantis2,atlantis,Battle of Atlantis (set 2),1981,Comsoft
bsharkj,bshark,Battle Shark (Japan),1989,Taito Corporation
bsharkjjs,bshark,"Battle Shark (Japan, Joystick)",1989,Taito Corporation
bsharku,bshark,Battle Shark (US),1989,Taito America Corporation
bshark,,Battle Shark (World),1989,Taito Corporation Japan
batlzone,mayday,Battle Zone (bootleg of Mayday),1980,bootleg (Video Game)
bzonec,bzone,Battle Zone (cocktail),1980,Atari
bzonea,bzone,Battle Zone (rev 1),1980,Atari
bzone,,Battle Zone (rev 2),1980,Atari
btoads,,Battletoads,1994,Rare / Electronic Arts
bayroute1,bayroute,"Bay Route (set 1, US, unprotected)",1989,Sunsoft / Sega
bayroutejd,bayroute,"Bay Route (set 2, Japan, FD1094 317-0115 decrypted)",1989,Sunsoft / Sega
bayroutej,bayroute,"Bay Route (set 2, Japan, FD1094 317-0115)",1989,Sunsoft / Sega
bayrouted,bayroute,"Bay Route (set 3, World, FD1094 317-0116 decrypted)",1989,Sunsoft / Sega
bayroute,,"Bay Route (set 3, World, FD1094 317-0116)",1989,Sunsoft / Sega
bbustersja,bbusters,"Beast Busters (Japan, Version 2, 2 Players)",1989,SNK
bbustersj,bbusters,"Beast Busters (Japan, Version 2, 3 Players)",1989,SNK
bbustersua,bbusters,"Beast Busters (US, Version 2)",1989,SNK
bbustersu,bbusters,"Beast Busters (US, Version 3)",1989,SNK
bbusters,,Beast Busters (World),1989,SNK
beastfp,suprglob,Beastie Feastie (Pac-Man conversion),1984,Epos Corporation
ddp2100c,ddp2,"Bee Storm - DoDonPachi II (V100, China)",2001,IGS
ddp2100hk,ddp2,"Bee Storm - DoDonPachi II (V100, Hong Kong)",2001,IGS
ddp2100j,ddp2,"Bee Storm - DoDonPachi II (V100, Japan)",2001,IGS
ddp2100k,ddp2,"Bee Storm - DoDonPachi II (V100, Korea)",2001,IGS
ddp2100t,ddp2,"Bee Storm - DoDonPachi II (V100, Taiwan)",2001,IGS
ddp2100,ddp2,"Bee Storm - DoDonPachi II (V100, World)",2001,IGS
ddp2101c,ddp2,"Bee Storm - DoDonPachi II (V101, China)",2001,IGS
ddp2101hk,ddp2,"Bee Storm - DoDonPachi II (V101, Hong Kong)",2001,IGS
ddp2101j,ddp2,"Bee Storm - DoDonPachi II (V101, Japan)",2001,IGS
ddp2101k,ddp2,"Bee Storm - DoDonPachi II (V101, Korea)",2001,IGS
ddp2101t,ddp2,"Bee Storm - DoDonPachi II (V101, Taiwan)",2001,IGS
ddp2101,ddp2,"Bee Storm - DoDonPachi II (V101, World)",2001,IGS
ddp2c,ddp2,"Bee Storm - DoDonPachi II (V102, China)",2001,IGS
ddp2hk,ddp2,"Bee Storm - DoDonPachi II (V102, Hong Kong)",2001,IGS
ddp2j,ddp2,"Bee Storm - DoDonPachi II (V102, Japan)",2001,IGS
ddp2k,ddp2,"Bee Storm - DoDonPachi II (V102, Korea)",2001,IGS
ddp2t,ddp2,"Bee Storm - DoDonPachi II (V102, Taiwan)",2001,IGS
ddp2,,"Bee Storm - DoDonPachi II (V102, World)",2001,IGS
blswhstla,blswhstl,"Bells &amp; Whistles (Asia, version M)",1991,Konami
blswhstl,,"Bells &amp; Whistles (World, version L)",1991,Konami
bermudatj,bermudat,Bermuda Triangle (Japan),1987,SNK
bermudata,worldwar,Bermuda Triangle (World Wars) (US),1987,SNK
bermudat,,Bermuda Triangle (World?),1987,SNK
berzerkf,berzerk,"Berzerk (French Speech, revision RC31)",1980,Stern Electronics
berzerkg,berzerk,"Berzerk (German Speech, revision RC32)",1980,Stern Electronics
berzerkb,berzerk,Berzerk (revision RC28),1980,Stern Electronics
berzerka,berzerk,Berzerk (revision RC31),1980,Stern Electronics
berzerk,,Berzerk (revision RC31A),1980,Stern Electronics
berzerks,berzerk,"Berzerk (Spanish Speech, revision RC32)",1980,Stern Electronics (Sonic License)
bbbxing,,Best Bout Boxing (ver 1.3),1994,Jaleco
bestleag,bigstrik,"Best League (bootleg of Big Striker, Italian Serie A)",1993,bootleg
bestleaw,bigstrik,"Best League (bootleg of Big Striker, World Cup)",1993,bootleg
bestbest,,Best Of Best,1994,SunA
bestri,,"Bestri (Korea, set 1)",1998,F2 System
bestria,bestri,"Bestri (Korea, set 2)",1998,F2 System
punisherbz,punisher,Biaofeng Zhanjing (Chinese bootleg),2002,bootleg
bigbang,tdragon2,Big Bang (9th Nov. 1993),1993,NMK
bigbucks,,Big Bucks,1986,Dynasoft Inc.
bigkarnk,,"Big Karnak (ver. 1.0, checksum 1e38c94)",1991,Gaelco
bigrun,,Big Run (11th Rallye version),1989,Jaleco
bigstrkba,bigstrik,Big Striker (bootleg w/Italian teams),1992,bootleg
bigstrkb,bigstrik,Big Striker (bootleg),1992,bootleg
bigstrik,,Big Striker,1992,Jaleco
bigtwin,,Big Twin,1995,Playmark
bikkuric,,Bikkuri Card (Japan),1987,Peni Soft
bioatack,,Bio Attack,1983,Taito Corporation (Fox Video Games license)
bioship,,Bio-ship Paladin,1990,UPL (American Sammy license)
biomtoyc,biomtoy,"Biomechanical Toy (ver. 1.0.1870, checksum ba682195)",1995,Gaelco / Zeus
biomtoyb,biomtoy,"Biomechanical Toy (ver. 1.0.1878, checksum d84b28ff)",1995,Gaelco / Zeus
biomtoya,biomtoy,"Biomechanical Toy (ver. 1.0.1884, checksum 3f316c70)",1995,Gaelco / Zeus
biomtoy,,"Biomechanical Toy (ver. 1.0.1885, checksum 69f5e032)",1995,Gaelco / Zeus
bionicc,,Bionic Commando (Euro),1987,Capcom
bionicc1,bionicc,Bionic Commando (US set 1),1987,Capcom
bionicc2,bionicc,Bionic Commando (US set 2),1987,Capcom
bioniccbl,bionicc,"Bionic Commandos (bootleg, set 1)",1987,bootleg
bioniccbl2,bionicc,"Bionic Commandos (bootleg, set 2)",1987,bootleg
bioplayc,biomtoy,"Bioplaything Cop (ver. 1.0.1823, checksum cd960fc9, prototype)",1995,Gaelco / Zeus
birdtrya,birdtry,Birdie Try (Japan revision 2),1988,Data East Corporation
birdtry,,"Birdie Try (Japan revision 2, revision 1 MCU)",1988,Data East Corporation
birdtryb,birdtry,Birdie Try (Japan revision S),1988,Data East Corporation
birdiy,,Birdiy,1982,Mama Top
bishi,,"Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)",1996,Konami
blkdrgonb,blktiger,Black Dragon (bootleg),1987,bootleg
blkdrgon,blktiger,Black Dragon (Japan),1987,Capcom
blkheartj,blkheart,Black Heart (Japan),1991,UPL
blkheart,,Black Heart,1991,UPL
blkhole,,Black Hole,1981,TDS
blkpnthr,,Black Panther,1987,Konami
blktigerb1,blktiger,Black Tiger (bootleg set 1),1987,bootleg
blktigerb2,blktiger,Black Tiger (bootleg set 2),1987,Capcom
blktigera,blktiger,Black Tiger (older),1987,Capcom
blktigerb3,blktiger,Black Tiger / Black Dragon (mixed bootleg?),1987,Capcom
blktiger,,Black Tiger,1987,Capcom
blackt96,,Black Touch '96,1996,D.G.R.M.
bwidow,,Black Widow,1982,Atari
bmaster,,Blade Master (World),1991,Irem
bladestle,bladestl,"Blades of Steel (version E, Trackball)",1987,Konami
bladestll,bladestl,"Blades of Steel (version L, Trackball)",1987,Konami
bladestl,,"Blades of Steel (version T, Joystick)",1987,Konami
blandiap,blandia,Blandia (prototype),1992,Allumer
blandia,,Blandia,1992,Allumer
blastoff,,Blast Off (Japan),1989,Namco
blastero,blaster,Blaster (location test),1983,Williams / Vid Kidz
blaster,,Blaster,1983,Williams / Vid Kidz
blstroidg,blstroid,"Blasteroids (German, rev 2)",1987,Atari Games
blstroid2,blstroid,Blasteroids (rev 2),1987,Atari Games
blstroid3,blstroid,Blasteroids (rev 3),1987,Atari Games
blstroid,,Blasteroids (rev 4),1987,Atari Games
blstroidh,blstroid,Blasteroids (with heads),1987,Atari Games
blasto,,Blasto,1978,Gremlin
blazeonj,blazeon,Blaze On (Japan),1992,A.I (Atlus license)
blazeon,,Blaze On (World),1992,A.I (Atlus license)
blazer,,Blazer (Japan),1987,Namco
blazstarcm,blazstar,Blazing Star (Stage Select Hack),2020,"Clear Paper, NeoCverA, JustinG"
blazstar,,Blazing Star,1998,Yumekobo
blzntrnd,,Blazing Tornado,1994,Human Amusement
arkblock,arkanoid,"Block (Game Corporation bootleg, set 1)",1986,bootleg
arkbloc2,arkanoid,"Block (Game Corporation bootleg, set 2)",1986,bootleg
blockbl,block,Block Block (bootleg),1991,bootleg
blockj,block,Block Block (Japan 910910),1991,Capcom
blockr2,block,Block Block (World 910910),1991,Capcom
blockr1,block,Block Block (World 911106 Joystick),1991,Capcom
block,,Block Block (World 911219 Joystick),1991,Capcom
blockcar,,Block Carnival / Thunder &amp; Lightning 2,1992,Visco
blockgal,,"Block Gal (MC-8123B, 317-0029)",1987,Sega / Vic Tokai
blockhl,,Block Hole,1989,Konami
blockout3,blockout,Block Out (Europe and Oceania),1989,Technos Japan / California Dreams
blockoutj,blockout,Block Out (Japan),1989,Technos Japan / California Dreams
blockout,,Block Out (set 1),1989,Technos Japan / California Dreams
blockout2,blockout,Block Out (set 2),1989,Technos Japan / California Dreams
blockade,,Blockade,1976,Gremlin
blkbustr,mrjong,BlockBuster,1983,Kiwako (ECI license)
blocken,,Blocken (Japan),1994,Visco / KID
blmbycaru,blmbycar,Blomby Car (not encrypted),1994,ABM &amp; Gecas
blmbycar,,Blomby Car,1994,ABM &amp; Gecas
bloodbroja,bloodbro,Blood Bros. (Japan),1990,TAD Corporation
bloodbroj,bloodbro,"Blood Bros. (Japan, rev A)",1990,TAD Corporation
bloodbrok,bloodbro,Blood Bros. (Korea),1990,TAD Corporation
bloodbrom,bloodbro,Blood Bros. (Modular System),199?,bootleg (Gaelco / Ervisa)
bloodbrou,bloodbro,Blood Bros. (US),1990,TAD Corporation (Fabtek license)
bloodbro,,Blood Bros. (World?),1990,TAD Corporation
bloodstm104,bloodstm,Blood Storm (v1.04),1994,Strata/Incredible Technologies
bloodstm110,bloodstm,Blood Storm (v1.10),1994,Strata/Incredible Technologies
bloodstm210,bloodstm,Blood Storm (v2.10),1994,Strata/Incredible Technologies
bloodstm220,bloodstm,Blood Storm (v2.20),1994,Strata/Incredible Technologies
bloodstm221,bloodstm,Blood Storm (v2.21),1994,Strata/Incredible Technologies
bloodstm,,Blood Storm (v2.22),1994,Strata/Incredible Technologies
bloodwar,,Blood Warrior,1994,Kaneko
bloxeedd,bloxeed,"Bloxeed (Japan, FD1094 317-0139 decrypted)",1990,Sega
bloxeed,,"Bloxeed (Japan, FD1094 317-0139)",1990,Sega
blox16b,bloxeed,"Bloxeed (System 16B, PS2 data file)",2008,Sega
bloxeedu,bloxeed,"Bloxeed (US, C System, Rev A)",1989,Sega / Elorg
bloxeedc,bloxeed,"Bloxeed (World, C System)",1989,Sega / Elorg
bluehawkn,bluehawk,Blue Hawk (NTC),1993,Dooyong (NTC license)
bluehawk,,Blue Hawk,1993,Dooyong
blueprntj,blueprnt,Blue Print (Jaleco),1982,[Zilec Electronics] Jaleco
blueprnt,,Blue Print (Midway),1982,[Zilec Electronics] Bally Midway
bjourneyh,bjourney,Blue's Journey / Raguy (ALH-001),1990,Alpha Denshi Co.
bjourney,,Blue's Journey / Raguy (ALM-001)(ALH-001),1990,Alpha Denshi Co.
bwcasino,,Boardwalk Casino,1983,EPOS Corporation
bbredux,bublbobl,Bobble Bobble ('bootleg redux' hack for Bobble Bobble PCB),2013,bootleg (Punji)
boblbobl,bublbobl,Bobble Bobble (bootleg of Bubble Bobble),1986,bootleg
bodyslam,,Body Slam (8751 317-0015),1986,Sega
bogeyman,,Bogey Manor,1985,Technos Japan
boggy84b,boggy84,Boggy '84 (bootleg),1983,bootleg (Eddie's Games)
boggy84,,Boggy '84,1983,Kaneko
bombbee,,Bomb Bee,1979,Namco
bombjack,,Bomb Jack (set 1),1984,Tehkan
bombjack2,bombjack,Bomb Jack (set 2),1984,Tehkan
bombjackt,bombjack,"Bomb Jack (Tecfri, Spain)",1984,Tehkan (Tecfri licence)
bombkick,,Bomb Kick (set 1),1998,Yun Sung
bombkicka,bombkick,Bomb Kick (set 2),1998,Yun Sung
bomber,scramble,Bomber (bootleg of Scramble),1981,bootleg (Alca)
bombrman,dynablst,Bomber Man (Japan),1991,Irem (licensed from Hudson Soft)
bbmanwj,bbmanw,Bomber Man World (Japan),1992,Irem
bbmanwja,bbmanw,"Bomber Man World (Japan, revised sound hardware)",1992,Irem
bbmanw,,Bomber Man World / New Dyna Blaster - Global Quest,1992,Irem
bjtwinp,bjtwin,"Bombjack Twin (prototype? with adult pictures, set 1)",1993,NMK
bjtwinpa,bjtwin,"Bombjack Twin (prototype? with adult pictures, set 2)",1993,NMK
bjtwin,,Bombjack Twin (set 1),1993,NMK
bjtwina,bjtwin,Bombjack Twin (set 2),1993,NMK
bnzabrosj,bnzabros,"Bonanza Bros (Japan, Floppy DS3-5000-07b Based)",1990,Sega
bnzabros,,"Bonanza Bros (US, Floppy DS3-5000-07d? Based)",1990,Sega
bcrusher,kncljoe,Bone Crusher,1985,bootleg
bongo,,Bongo,1983,Jetsoft
bonzeadvu,bonzeadv,Bonze Adventure (US),1988,Taito America Corporation
bonzeadv,,"Bonze Adventure (World, Newer)",1988,Taito Corporation Japan
bonzeadvo,bonzeadv,"Bonze Adventure (World, Older)",1988,Taito Corporation Japan
bonzeadvp,bonzeadv,"Bonze Adventure (World, prototype)",1988,Taito Corporation Japan
boobhack,horekid,Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg)),1987,bootleg
boogwinga,boogwing,"Boogie Wings (Asia v1.5, 92.12.07)",1992,Data East Corporation
boogwing,,"Boogie Wings (Euro v1.5, 92.12.07)",1992,Data East Corporation
boogwingu,boogwing,"Boogie Wings (USA v1.7, 92.12.14)",1992,Data East Corporation
boomrang,,Boomer Rang'r / Genesis (set 1),1983,Data East Corporation
boomranga,boomrang,Boomer Rang'r / Genesis (set 2),1983,Data East Corporation
boonggab,,Boong-Ga Boong-Ga (Spank'em!),2001,Taff System
borenchj,borench,Borench (Japan),1990,Sega
borench,,Borench (set 1),1990,Sega
borencha,borench,Borench (set 2),1990,Sega
botanic,,Botanic (English / Spanish),1983,Itisa
botanicf,botanic,Botanic (French),1984,Itisa (Valadon Automation license)
bottom9n,bottom9,Bottom of the Ninth (ver. N),1989,Konami
bottom9,,Bottom of the Ninth (ver. T),1989,Konami
cbdash,,Boulder Dash (DECO Cassette) (US),1985,Data East Corporation
bouldashj,bouldash,Boulder Dash / Boulder Dash Part 2 (Japan),1990,Data East Corporation (licensed from First Star)
bouldash,,Boulder Dash / Boulder Dash Part 2 (World),1990,Data East Corporation (licensed from First Star)
bballsa,bballs,Bouncing Balls (Adult),1991,Comad
bballs,,Bouncing Balls,1991,Comad
bowlrama,,Bowl-O-Rama Rev 1.0,1991,P&amp;P Marketing
boxyboya,boxyboy,Boxy Boy (SB?),1990,Namco
boxyboy,,"Boxy Boy (World, SB2)",1990,Namco
bradley,,Bradley Trainer,1980,Atari
brain,,Brain,1986,Coreland / Sega
brkthrubl,brkthru,Break Thru (bootleg),1986,bootleg
brkthrut,brkthru,Break Thru (Tecfri license),1986,Data East Corporation (Tecfri license)
brkthru,,Break Thru (US),1986,Data East USA
breakrevbh,breakrev,Breakers Revenge (Boss Hack),1998,hack
brkrevext,breakrev,Breakers Revenge - Extra Mode (Hack),2018,Visco
breakrev,,Breakers Revenge,1998,Visco
breakers,,Breakers,1996,Visco
breywood,shackled,Breywood (Japan revision 2),1986,Data East Corporation
brix,zzyzzyxx,Brix,1982,Cinematronics / Advanced Microcomputer Systems
bronx,cyclshtg,Bronx,1986,bootleg
bubl2000a,bubl2000,Bubble 2000 V1.2,1998,Afega (Tuning license)
bubl2000,,Bubble 2000,1998,Afega (Tuning license)
bub68705,bublbobl,"Bubble Bobble (boolteg with 68705, set 1)",1986,bootleg
bub68705a,bublbobl,"Bubble Bobble (boolteg with 68705, set 2)",1986,bootleg
bublboblb,bublbobl,Bubble Bobble (for Bobble Bobble PCB),2013,bootleg (Aladar)
bublbobl1,bublbobl,"Bubble Bobble (Japan, Ver 0.0)",1986,Taito Corporation
bublbobl,,"Bubble Bobble (Japan, Ver 0.1)",1986,Taito Corporation
bublboblp,bublbobl,Bubble Bobble (prototype on Tokio hardware),1986,Taito Corporation
bublboblu,bublbobl,"Bubble Bobble (Ultra Version, Hack)",2011,Hack (Penta Penguin)
bublboblr1,bublbobl,"Bubble Bobble (US, Ver 1.0)",1986,Taito America Corporation (Romstar license)
